X,Y,Density,GF,layer,simulationID,simtime
-54.20912712883043,-54.345511484093066,0,1,1,34,140
-39.20912712883043,-54.345511484093066,0,1,1,34,140
-24.20912712883043,-54.345511484093066,0,1,1,34,140
-9.209127128830431,-54.345511484093066,0,1,1,34,140
5.790872871169569,-54.345511484093066,0,1,1,34,140
20.79087287116957,-54.345511484093066,0,1,1,34,140
35.79087287116957,-54.345511484093066,0,1,1,34,140
50.79087287116957,-54.345511484093066,0,1,1,34,140
65.79087287116957,-54.345511484093066,0,1,1,34,140
80.79087287116957,-54.345511484093066,0,1,1,34,140
95.79087287116957,-54.345511484093066,0,1,1,34,140
110.79087287116957,-54.345511484093066,0,1,1,34,140
125.79087287116957,-54.345511484093066,0,1,1,34,140
140.79087287116957,-54.345511484093066,0,1,1,34,140
155.79087287116957,-54.345511484093066,0,1,1,34,140
170.79087287116957,-54.345511484093066,0,1,1,34,140
185.79087287116957,-54.345511484093066,0,1,1,34,140
200.79087287116957,-54.345511484093066,0,1,1,34,140
215.79087287116957,-54.345511484093066,0,1,1,34,140
230.79087287116957,-54.345511484093066,0,1,1,34,140
245.79087287116957,-54.345511484093066,0,1,1,34,140
260.79087287116954,-54.345511484093066,0,1,1,34,140
275.79087287116954,-54.345511484093066,0,1,1,34,140
290.79087287116954,-54.345511484093066,0,1,1,34,140
305.79087287116954,-54.345511484093066,0,1,1,34,140
320.79087287116954,-54.345511484093066,0,1,1,34,140
335.79087287116954,-54.345511484093066,0,1,1,34,140
350.79087287116954,-54.345511484093066,0,1,1,34,140
365.79087287116954,-54.345511484093066,0,1,1,34,140
-54.20912712883043,-39.345511484093066,0,1,1,34,140
-39.20912712883043,-39.345511484093066,0,1,1,34,140
-24.20912712883043,-39.345511484093066,0,1,1,34,140
-9.209127128830431,-39.345511484093066,0,1,1,34,140
5.790872871169569,-39.345511484093066,0,1,1,34,140
20.79087287116957,-39.345511484093066,0,1,1,34,140
35.79087287116957,-39.345511484093066,0,1,1,34,140
50.79087287116957,-39.345511484093066,0,1,1,34,140
65.79087287116957,-39.345511484093066,0,1,1,34,140
80.79087287116957,-39.345511484093066,0,1,1,34,140
95.79087287116957,-39.345511484093066,0,1,1,34,140
110.79087287116957,-39.345511484093066,0,1,1,34,140
125.79087287116957,-39.345511484093066,0,1,1,34,140
140.79087287116957,-39.345511484093066,0,1,1,34,140
155.79087287116957,-39.345511484093066,0,1,1,34,140
170.79087287116957,-39.345511484093066,0,1,1,34,140
185.79087287116957,-39.345511484093066,0,1,1,34,140
200.79087287116957,-39.345511484093066,0,1,1,34,140
215.79087287116957,-39.345511484093066,0,1,1,34,140
230.79087287116957,-39.345511484093066,0,1,1,34,140
245.79087287116957,-39.345511484093066,0,1,1,34,140
260.79087287116954,-39.345511484093066,0,1,1,34,140
275.79087287116954,-39.345511484093066,0,1,1,34,140
290.79087287116954,-39.345511484093066,0,1,1,34,140
305.79087287116954,-39.345511484093066,0,1,1,34,140
320.79087287116954,-39.345511484093066,0,1,1,34,140
335.79087287116954,-39.345511484093066,0,1,1,34,140
350.79087287116954,-39.345511484093066,0,1,1,34,140
365.79087287116954,-39.345511484093066,0,1,1,34,140
-54.20912712883043,-24.345511484093066,0,1,1,34,140
-39.20912712883043,-24.345511484093066,0,1,1,34,140
-24.20912712883043,-24.345511484093066,0,1,1,34,140
-9.209127128830431,-24.345511484093066,7,0.9448818897637795,1,34,140
5.790872871169569,-24.345511484093066,1,0.9921259842519685,1,34,140
20.79087287116957,-24.345511484093066,2,0.984251968503937,1,34,140
35.79087287116957,-24.345511484093066,0,1,1,34,140
50.79087287116957,-24.345511484093066,1,0.9921259842519685,1,34,140
65.79087287116957,-24.345511484093066,10,0.9212598425196851,1,34,140
80.79087287116957,-24.345511484093066,17,0.8661417322834646,1,34,140
95.79087287116957,-24.345511484093066,6,0.952755905511811,1,34,140
110.79087287116957,-24.345511484093066,9,0.9291338582677166,1,34,140
125.79087287116957,-24.345511484093066,0,1,1,34,140
140.79087287116957,-24.345511484093066,3,0.9763779527559056,1,34,140
155.79087287116957,-24.345511484093066,0,1,1,34,140
170.79087287116957,-24.345511484093066,0,1,1,34,140
185.79087287116957,-24.345511484093066,0,1,1,34,140
200.79087287116957,-24.345511484093066,0,1,1,34,140
215.79087287116957,-24.345511484093066,0,1,1,34,140
230.79087287116957,-24.345511484093066,3,0.9763779527559056,1,34,140
245.79087287116957,-24.345511484093066,13,0.8976377952755905,1,34,140
260.79087287116954,-24.345511484093066,2,0.984251968503937,1,34,140
275.79087287116954,-24.345511484093066,2,0.984251968503937,1,34,140
290.79087287116954,-24.345511484093066,14,0.889763779527559,1,34,140
305.79087287116954,-24.345511484093066,8,0.937007874015748,1,34,140
320.79087287116954,-24.345511484093066,0,1,1,34,140
335.79087287116954,-24.345511484093066,0,1,1,34,140
350.79087287116954,-24.345511484093066,0,1,1,34,140
365.79087287116954,-24.345511484093066,0,1,1,34,140
-54.20912712883043,-9.345511484093066,0,1,1,34,140
-39.20912712883043,-9.345511484093066,0,1,1,34,140
-24.20912712883043,-9.345511484093066,0,1,1,34,140
-9.209127128830431,-9.345511484093066,2,0.984251968503937,1,34,140
5.790872871169569,-9.345511484093066,27,0.7874015748031497,1,34,140
20.79087287116957,-9.345511484093066,25,0.8031496062992126,1,34,140
35.79087287116957,-9.345511484093066,22,0.8267716535433071,1,34,140
50.79087287116957,-9.345511484093066,51,0.5984251968503937,1,34,140
65.79087287116957,-9.345511484093066,36,0.7165354330708661,1,34,140
80.79087287116957,-9.345511484093066,34,0.7322834645669292,1,34,140
95.79087287116957,-9.345511484093066,41,0.6771653543307087,1,34,140
110.79087287116957,-9.345511484093066,29,0.7716535433070866,1,34,140
125.79087287116957,-9.345511484093066,15,0.8818897637795275,1,34,140
140.79087287116957,-9.345511484093066,8,0.937007874015748,1,34,140
155.79087287116957,-9.345511484093066,0,1,1,34,140
170.79087287116957,-9.345511484093066,10,0.9212598425196851,1,34,140
185.79087287116957,-9.345511484093066,8,0.937007874015748,1,34,140
200.79087287116957,-9.345511484093066,7,0.9448818897637795,1,34,140
215.79087287116957,-9.345511484093066,22,0.8267716535433071,1,34,140
230.79087287116957,-9.345511484093066,16,0.8740157480314961,1,34,140
245.79087287116957,-9.345511484093066,34,0.7322834645669292,1,34,140
260.79087287116954,-9.345511484093066,32,0.7480314960629921,1,34,140
275.79087287116954,-9.345511484093066,13,0.8976377952755905,1,34,140
290.79087287116954,-9.345511484093066,22,0.8267716535433071,1,34,140
305.79087287116954,-9.345511484093066,13,0.8976377952755905,1,34,140
320.79087287116954,-9.345511484093066,10,0.9212598425196851,1,34,140
335.79087287116954,-9.345511484093066,14,0.889763779527559,1,34,140
350.79087287116954,-9.345511484093066,0,1,1,34,140
365.79087287116954,-9.345511484093066,0,1,1,34,140
-54.20912712883043,5.654488515906934,0,1,1,34,140
-39.20912712883043,5.654488515906934,0,1,1,34,140
-24.20912712883043,5.654488515906934,22,0.8267716535433071,1,34,140
-9.209127128830431,5.654488515906934,25,0.8031496062992126,1,34,140
5.790872871169569,5.654488515906934,67,0.47244094488188976,1,34,140
20.79087287116957,5.654488515906934,85,0.33070866141732286,1,34,140
35.79087287116957,5.654488515906934,50,0.6062992125984252,1,34,140
50.79087287116957,5.654488515906934,67,0.47244094488188976,1,34,140
65.79087287116957,5.654488515906934,25,0.8031496062992126,1,34,140
80.79087287116957,5.654488515906934,58,0.5433070866141733,1,34,140
95.79087287116957,5.654488515906934,50,0.6062992125984252,1,34,140
