paramID,param_value,simulationID
seed_true_maxTi,5.7,40
seed_true_firstTi,6,40
seed_true_delayTi,10,40
seed_true_delayB,1,40
seed_true_delayRC,1000,40
seed_true_delaySB,1000,40
seed_true_firstB,1,40
seed_true_firstSB,1000,40
seed_true_maxB,0,40
seed_true_nC,0,40
seed_true_nz,0,40
seed_true_seedPos.x,0,40
seed_true_seedPos.y,0,40
seed_true_seedPos.z,-0.3,40
seed_true_simulationTime,240,40
root_taproot_la,0,40
root_taproot_lb,0,40
root_taproot_ln,10,40
root_taproot_lmax,10,40
root_taproot_r,0,40
root_taproot_a,0.05,40
root_taproot_tropismT,1,40
root_taproot_tropismN,0.5,40
root_taproot_tropismS,0.261799,40
root_taproot_dx,5,40
root_taproot_dxMin,1,40
root_taproot_theta,0.4,40
root_taproot_rlt,1000000000,40
root_taproot_gf,3,40
stem_mainstem_lb,0.,40
stem_mainstem_la,0,40
stem_mainstem_ln,30,40
stem_mainstem_lmax,100,40
stem_mainstem_r,5,40
stem_mainstem_delayNGStart,4,40
stem_mainstem_delayNGEnd,24,40
stem_mainstem_delayLat,10,40
stem_mainstem_nodalGrowth,0,40
stem_mainstem_a,0.15,40
stem_mainstem_tropismT,1,40
stem_mainstem_tropismN,0,40
stem_mainstem_tropismS,0.01,40
stem_mainstem_dx,9,40
stem_mainstem_dxMin,2,40
stem_mainstem_theta,0.1,40
stem_mainstem_rlt,1000000000,40
stem_mainstem_gf,3,40
stem_mainstem_successor,NA,40
stem_tiller_lb,0.,40
stem_tiller_la,0,40
stem_tiller_ln,30,40
stem_tiller_lmax,100,40
stem_tiller_r,20,40
stem_tiller_delayNGStart,4,40
stem_tiller_delayNGEnd,24,40
stem_tiller_delayLat,10,40
stem_tiller_nodalGrowth,0,40
stem_tiller_a,0.15,40
stem_tiller_tropismT,1,40
stem_tiller_tropismN,0,40
stem_tiller_tropismS,0.01,40
stem_tiller_dx,9,40
stem_tiller_dxMin,2,40
stem_tiller_theta,0.1,40
stem_tiller_rlt,1000000000,40
stem_tiller_gf,3,40
stem_tiller_successor,NA,40
leaf_lateral1_lb,8,40
leaf_lateral1_la,35,40
leaf_lateral1_ln,0,40
leaf_lateral1_lmax,43,40
leaf_lateral1_r,4,40
leaf_lateral1_a,0.1,40
leaf_lateral1_Width_petiole,0.9,40
leaf_lateral1_Width_blade,0.9,40
leaf_lateral1_shapeType,2,40
leaf_lateral1_tropismT,1,40
leaf_lateral1_tropismN,9.81,40
leaf_lateral1_tropismS,0.1,40
leaf_lateral1_dx,2,40
leaf_lateral1_dxMin,1,40
leaf_lateral1_theta,0.1,40
leaf_lateral1_rlt,1000000000.0,40
leaf_lateral1_gf,3,40
leaf_lateral1_areaMax,50,40
leaf_lateral1_geometryN,100,40
leaf_lateral1_parametrisationType,1,40
leaf_lateral1_leafGeometry,NA,40
field_field_simtime,140,40
field_field_N_row,18,40
field_field_N_col,6,40
field_field_N_plots,2,40
field_field_dist_col,25,40
field_field_dist_row,25,40
field_field_dist_plot,190,40
