paramID,param_value,simulationID
seed_true_maxTi,4.4,56
seed_true_firstTi,6,56
seed_true_delayTi,10,56
seed_true_delayB,1,56
seed_true_delayRC,1000,56
seed_true_delaySB,1000,56
seed_true_firstB,1,56
seed_true_firstSB,1000,56
seed_true_maxB,0,56
seed_true_nC,0,56
seed_true_nz,0,56
seed_true_seedPos.x,0,56
seed_true_seedPos.y,0,56
seed_true_seedPos.z,-0.3,56
seed_true_simulationTime,240,56
root_taproot_la,0,56
root_taproot_lb,0,56
root_taproot_ln,10,56
root_taproot_lmax,10,56
root_taproot_r,0,56
root_taproot_a,0.05,56
root_taproot_tropismT,1,56
root_taproot_tropismN,0.5,56
root_taproot_tropismS,0.261799,56
root_taproot_dx,5,56
root_taproot_dxMin,1,56
root_taproot_theta,0.4,56
root_taproot_rlt,1000000000,56
root_taproot_gf,3,56
stem_mainstem_lb,0.,56
stem_mainstem_la,0,56
stem_mainstem_ln,30,56
stem_mainstem_lmax,100,56
stem_mainstem_r,5,56
stem_mainstem_delayNGStart,4,56
stem_mainstem_delayNGEnd,24,56
stem_mainstem_delayLat,10,56
stem_mainstem_nodalGrowth,0,56
stem_mainstem_a,0.15,56
stem_mainstem_tropismT,1,56
stem_mainstem_tropismN,0,56
stem_mainstem_tropismS,0.01,56
stem_mainstem_dx,9,56
stem_mainstem_dxMin,2,56
stem_mainstem_theta,0.1,56
stem_mainstem_rlt,1000000000,56
stem_mainstem_gf,3,56
stem_mainstem_successor,NA,56
stem_tiller_lb,0.,56
stem_tiller_la,0,56
stem_tiller_ln,30,56
stem_tiller_lmax,100,56
stem_tiller_r,20,56
stem_tiller_delayNGStart,4,56
stem_tiller_delayNGEnd,24,56
stem_tiller_delayLat,10,56
stem_tiller_nodalGrowth,0,56
stem_tiller_a,0.15,56
stem_tiller_tropismT,1,56
stem_tiller_tropismN,0,56
stem_tiller_tropismS,0.01,56
stem_tiller_dx,9,56
stem_tiller_dxMin,2,56
stem_tiller_theta,0.1,56
stem_tiller_rlt,1000000000,56
stem_tiller_gf,3,56
stem_tiller_successor,NA,56
leaf_lateral1_lb,8,56
leaf_lateral1_la,35,56
leaf_lateral1_ln,0,56
leaf_lateral1_lmax,43,56
leaf_lateral1_r,4,56
leaf_lateral1_a,0.1,56
leaf_lateral1_Width_petiole,0.9,56
leaf_lateral1_Width_blade,0.9,56
leaf_lateral1_shapeType,2,56
leaf_lateral1_tropismT,1,56
leaf_lateral1_tropismN,9.81,56
leaf_lateral1_tropismS,0.1,56
leaf_lateral1_dx,2,56
leaf_lateral1_dxMin,1,56
leaf_lateral1_theta,0.1,56
leaf_lateral1_rlt,1000000000.0,56
leaf_lateral1_gf,3,56
leaf_lateral1_areaMax,50,56
leaf_lateral1_geometryN,100,56
leaf_lateral1_parametrisationType,1,56
leaf_lateral1_leafGeometry,NA,56
field_field_simtime,140,56
field_field_N_row,18,56
field_field_N_col,6,56
field_field_N_plots,2,56
field_field_dist_col,25,56
field_field_dist_row,25,56
field_field_dist_plot,190,56
