paramID,param_value,simulationID
seed_true_maxTi,9.7,52
seed_true_firstTi,6,52
seed_true_delayTi,10,52
seed_true_delayB,1,52
seed_true_delayRC,1000,52
seed_true_delaySB,1000,52
seed_true_firstB,1,52
seed_true_firstSB,1000,52
seed_true_maxB,0,52
seed_true_nC,0,52
seed_true_nz,0,52
seed_true_seedPos.x,0,52
seed_true_seedPos.y,0,52
seed_true_seedPos.z,-0.3,52
seed_true_simulationTime,240,52
root_taproot_la,0,52
root_taproot_lb,0,52
root_taproot_ln,10,52
root_taproot_lmax,10,52
root_taproot_r,0,52
root_taproot_a,0.05,52
root_taproot_tropismT,1,52
root_taproot_tropismN,0.5,52
root_taproot_tropismS,0.261799,52
root_taproot_dx,5,52
root_taproot_dxMin,1,52
root_taproot_theta,0.4,52
root_taproot_rlt,1000000000,52
root_taproot_gf,3,52
stem_mainstem_lb,0.,52
stem_mainstem_la,0,52
stem_mainstem_ln,30,52
stem_mainstem_lmax,100,52
stem_mainstem_r,5,52
stem_mainstem_delayNGStart,4,52
stem_mainstem_delayNGEnd,24,52
stem_mainstem_delayLat,10,52
stem_mainstem_nodalGrowth,0,52
stem_mainstem_a,0.15,52
stem_mainstem_tropismT,1,52
stem_mainstem_tropismN,0,52
stem_mainstem_tropismS,0.01,52
stem_mainstem_dx,9,52
stem_mainstem_dxMin,2,52
stem_mainstem_theta,0.1,52
stem_mainstem_rlt,1000000000,52
stem_mainstem_gf,3,52
stem_mainstem_successor,NA,52
stem_tiller_lb,0.,52
stem_tiller_la,0,52
stem_tiller_ln,30,52
stem_tiller_lmax,100,52
stem_tiller_r,20,52
stem_tiller_delayNGStart,4,52
stem_tiller_delayNGEnd,24,52
stem_tiller_delayLat,10,52
stem_tiller_nodalGrowth,0,52
stem_tiller_a,0.15,52
stem_tiller_tropismT,1,52
stem_tiller_tropismN,0,52
stem_tiller_tropismS,0.01,52
stem_tiller_dx,9,52
stem_tiller_dxMin,2,52
stem_tiller_theta,0.1,52
stem_tiller_rlt,1000000000,52
stem_tiller_gf,3,52
stem_tiller_successor,NA,52
leaf_lateral1_lb,8,52
leaf_lateral1_la,35,52
leaf_lateral1_ln,0,52
leaf_lateral1_lmax,43,52
leaf_lateral1_r,4,52
leaf_lateral1_a,0.1,52
leaf_lateral1_Width_petiole,0.9,52
leaf_lateral1_Width_blade,0.9,52
leaf_lateral1_shapeType,2,52
leaf_lateral1_tropismT,1,52
leaf_lateral1_tropismN,9.81,52
leaf_lateral1_tropismS,0.1,52
leaf_lateral1_dx,2,52
leaf_lateral1_dxMin,1,52
leaf_lateral1_theta,0.1,52
leaf_lateral1_rlt,1000000000.0,52
leaf_lateral1_gf,3,52
leaf_lateral1_areaMax,50,52
leaf_lateral1_geometryN,100,52
leaf_lateral1_parametrisationType,1,52
leaf_lateral1_leafGeometry,NA,52
field_field_simtime,140,52
field_field_N_row,18,52
field_field_N_col,6,52
field_field_N_plots,2,52
field_field_dist_col,25,52
field_field_dist_row,25,52
field_field_dist_plot,190,52
