x,y,z
0.0,0.0,-3.0
0.6361417570980004,-0.05633027780167648,-1.1047030405028728
1.533181621862083,-0.112098191037631,0.6819724814868766
2.673196658054002,-0.16730935398702426,2.3243236755809153
4.033408882882546,-0.22196932487973436,3.7895318488481102
5.58664052388135,-0.276083606455916,5.048318214332603
7.30185717061715,-0.3296576465199737,6.075528843654366
9.13079007761751,-0.492608379360159,6.868278161129983
11.053575198464031,-0.6539323189075726,7.394464407225535
13.031573126530137,-0.8136457059999899,7.643494185665109
15.025037331394069,-0.9717646193373082,7.610344929696961
16.986695987532116,-1.2639905683593275,7.352470325447426
18.892028878269596,-1.5532991250778148,6.817673976840384
20.740248315828524,-1.674405340988768,6.063075941395628
22.46345989638879,-1.7943025118323994,5.055025090968587
24.027126863068474,-1.9130027079220602,3.813712930082761
25.42467712881703,-1.9035522838231809,2.383061349791287
26.606621972398496,-1.8941962065631892,0.7697049568794518
27.549361299340408,-1.884933534245096,-0.9941421919230284
28.23407126696655,-1.8757633343751934,-2.873261179019843
28.647080139073665,-1.8666846837691802,-4.8301314480116275
28.780141267623048,-1.8576966684592215,-6.825679982036784
28.775743283977103,-1.8532150555671143,-7.825419530783344
0.8110708143172873,-0.06350457383483435,5.963154093468702
2.381345749255153,0.10536413727554189,28.877764516433952
2.84269415973232,0.48829449344966147,30.785779711989417
3.5734415701634177,0.86740192398138,32.60849356179247
4.558549696855625,1.2427245944541567,34.30810965719583
5.777717840890954,1.6143002894312841,35.849395010228065
7.2075270204769915,1.921020649407011,37.213788036722946
8.817675910548758,2.224678914382193,38.36061505502733
10.57547007255232,2.4129955477439604,39.29586717591532
12.44812802915907,2.599432151291006,39.97291486287339
14.397938103528007,2.784007494008529,40.37809706479014
16.3837063770186,2.967078062610251,40.53044381043974
18.371424634789243,3.1483636134492414,40.403512030407136
20.321333774847265,3.3278393281921246,39.99651963080277
22.195973099726853,3.50558972900028,39.32262631830624
23.956534334087415,3.6815655863327352,38.39017973125531
25.567578812771504,3.855784616068232,37.217924035010014
26.996679265064753,4.0282643572217935,35.82942749697082
28.215071480813723,4.199022173710415,34.25260722290331
29.33237773937881,4.499225795343611,32.621195407900856
30.242811247485598,4.971963305168028,30.90432905488401
30.895105314145354,5.439981313601936,29.072534417272568
31.114607385461184,5.594065048874844,28.10980036620601
1.4687522783961642,-0.17864310990810506,14.938353155847096
2.3786796795964964,-0.27025442075165435,58.84622507040598
1.6266910891386437,-0.2954606853088668,60.69929760110959
0.6209977567827938,-0.3204153070449469,62.427868741707805
-0.5336199730896427,-0.3496643078493854,64.06065849970366
-1.906877778277037,-0.3786213058042534,65.51438629154137
-3.4713647192929686,-0.40547127735282706,66.76004262071827
-5.189860265849476,-0.43207491538605386,67.78281595968876
-7.01526530864737,-0.5966463889854922,68.583323710935
-8.935662550233433,-0.7595748888789106,69.11767260298132
-10.877564000174232,-1.110973701610873,69.44253816460395
-12.846592287900574,-1.4588643789593576,69.48612346886445
-14.802201558640313,-1.8032819438482415,69.24744183741201
-16.726376726057975,-2.032677686923857,68.75254031372069
-18.568340835651732,-2.2066391224769153,67.99299726825927
-20.284450775986393,-2.3788638410994873,66.98042365662408
-21.840173391155655,-2.549369181034886,65.73517064068538
-23.204204416959254,-2.718172307432769,64.28226841921159
-24.35613341977714,-2.9823697740832174,62.66880652902562
-25.309196009418223,-3.1687628012851574,60.9203988707156
-26.005227792364668,-3.353295002695237,59.05452437767725
-26.43018840691615,-3.5359849555782805,57.10875130324241
-26.502868111063183,-3.622210531531479,56.11668731453183
2.051243057934533,-0.20825672167439985,23.91943480149262
1.7532743756388378,-0.3527928571018762,88.64703770041925
1.3415019592281632,-0.9006563874492823,90.52594403901055
0.6584747910858739,-1.4430504074668549,92.32574475426452
-0.22460920321323408,-1.9822024299688783,94.03731647512366
-1.2301934665685152,-2.726356155277779,95.59777651062636
-2.3390353340306196,-3.659988076692025,96.97574644799056
-3.649095588578548,-4.604322125588941,98.15556649085633
-5.134726426739667,-5.539228562408846,99.11413363357373
-6.758362490238168,-6.464801506250359,99.82625768100904
-8.429447670999416,-7.427459044103225,100.35613010287605
-10.169054991794688,-8.380506040177483,100.61199685083156
-11.932316705812687,-9.32403843982197,100.58640898848576
