x,y,z
0.0,0.0,-0.3
0.634810856431378,-0.2019466938074502,1.5857976321485558
1.4818374573880306,-0.3430958057739024,3.392070830051604
2.5240060551437633,-0.4833783703329245,5.093307267450179
3.7961523649227127,-0.6222604457309604,6.630302887368771
5.272762804898976,-0.7597560135336894,7.972210699920628
6.924222766591608,-0.8958789157240048,9.092099332966546
8.7174112924883,-1.030642856095517,9.967492725086906
10.61636593496763,-1.1640614016321444,10.580820335351675
12.552776281851663,-1.0476772814039716,11.06741020889938
14.538556246799589,-0.9324550639354386,11.27574112694337
16.533924669708377,-0.8183831495510896,11.201630026511772
18.498909618922116,-0.705450054379024,10.84655219648245
20.42543538092425,-0.5929464284326325,10.321346120269487
22.258582553243237,-0.4815659649348664,9.529408094304122
23.965178474734504,-0.2588883856861156,8.51061220873661
25.57404193361938,-0.05309046525460176,7.340481623455182
27.001033000263487,0.15065290365211045,5.954052708817127
28.217338213420494,0.35236223232956376,4.379278129656166
29.197757677325114,0.5788238869879367,2.6508416125209924
29.974301098818067,0.6458062900348729,0.8089692846388243
30.483333615069355,0.7121199846807407,-1.1240305579119445
30.631418615048357,0.6546589180554617,-2.11109066299458
0.8680623505379517,-0.21593171349803003,8.655436407606516
2.863305237221028,-0.4827248002967682,31.53456837091942
3.5581600894859813,-0.20167606522769949,33.38880361564969
4.510052570162201,0.07656686351461411,35.12560572810723
5.623991292429549,0.3535556043409157,36.76341455714951
6.922663807126864,0.7581746687438298,38.229611376233315
8.409271236668893,1.2079813718425882,39.4896400585568
10.063308518884472,1.6532974996926768,40.522042216302275
11.832965073063965,2.1600974109857574,41.30400738826512
13.698891580996861,2.661837764201996,41.82031629284434
15.621368000244344,3.1585690706523906,42.05977908041155
17.55949585153654,3.6503413373761227,42.017112117467136
19.448771941126182,4.230541425760391,41.710511865112785
21.246263910750233,4.955336087444101,41.21685680585395
22.951155190610002,5.672894874371603,40.4562944407837
24.575439882690006,6.343542418960446,39.50134359911094
26.08071711476145,7.010265193227076,38.36572870096917
27.3857699181062,7.793784199186612,37.068448797562745
28.479558837922728,8.567829948184663,35.58370000488951
29.41449333226641,9.18405364827311,33.926544054854745
30.179744014878914,9.62141898425655,32.13124381376937
30.697490044702956,9.97121120532124,30.231353171999675
30.844687189244283,10.086321896263673,29.249588261575465
1.5584543076369157,-0.40920771455716354,17.62683559240415
3.184157942586549,-1.2398242073879102,61.512687623985606
2.499803782046987,-1.4386709748244637,63.381408937085084
1.694327957149313,-1.876046073794915,65.15902298920832
0.7128842549750284,-2.443537531476532,66.80666424413029
-0.4869397177332556,-3.0621725255760284,68.28237193150947
-1.8935137507961874,-3.6746314734464973,69.56551008723802
-3.419849890341676,-4.413350762531188,70.62597781472981
-5.091795547090989,-5.144695162508121,71.44435003413824
-6.877259332017585,-5.8500601040538625,72.00522379172881
-8.72938229887652,-6.548383144431916,72.29155480107082
-10.557144423780475,-7.35894273358301,72.33929123581183
-12.3740193834121,-8.161410227166078,72.10474635139504
-14.141509133015852,-8.944790302507627,71.59259828432504
-15.770961511138015,-9.847580818424898,70.86468741629115
-17.26916659651515,-10.741358465664172,69.88665723299131
-18.598317350565633,-11.626213222797858,68.68233570956623
-19.73165709017264,-12.484999457479327,67.27591214685508
-20.66097776228888,-13.320813089725487,65.71457340701387
-21.41926238429786,-13.999055584504104,63.99265832481581
-22.09841110834564,-14.507612262234833,62.18154620344956
-22.506826791798918,-15.011091843484271,60.289535384036974
-22.63153732933324,-15.214208101621677,59.31994824790745
2.245290266061768,-0.6002440798273442,26.598555687979967
3.75536641958651,-1.9230177134934299,91.30229156476149
4.02422881646758,-2.6088874212297903,93.16167204103658
4.292347270841662,-3.552293562741311,94.9046859097658
4.7453677126299185,-4.657916938252785,96.50854669887582
5.4651521532788525,-5.752502494785083,98.01976899173368
6.374249477140413,-6.941011910993801,99.34679100486345
7.21908466714268,-8.341302167757991,100.49806885948635
8.055485576447719,-9.906642921729492,101.42010022710333
8.883536407384836,-11.599428976324859,102.09003096587548
9.703320521662485,-13.379051076362149,102.49115337491901
