"","x","y","GF","Height","Intensity"
"114",357608.5,5609906.5,1,0.0939999967813492,7967
"115",357608.7,5609906.5,1,0.0759999975562096,11051
"124",357610.5,5609906.5,0.979166686534882,0.116999998688698,6168
"125",357610.7,5609906.5,0.979166686534882,0.142000004649162,7382.9091796875
"126",357610.9,5609906.5,0.904761910438538,0.268999993801117,6296.5
"127",357611.1,5609906.5,1,0.0179999992251396,13364
"128",357611.3,5609906.5,1,0.00899999961256981,3598
"129",357611.5,5609906.5,1,0.0390000008046627,5654
"130",357611.7,5609906.5,1,0.0410000011324883,7517.25
"131",357611.9,5609906.5,1,0.0240000002086163,9766
"166",357608.3,5609906.3,0.909090936183929,0.116999998688698,7401.60009765625
"167",357608.5,5609906.3,0.918367326259613,0.0759999975562096,7967
"168",357608.7,5609906.3,0.9375,0.163000002503395,11051
"169",357608.9,5609906.3,0.98305082321167,0.129999995231628,13878
"175",357610.1,5609906.3,0.985294103622437,0.0329999998211861,9766
"177",357610.5,5609906.3,0.949999988079071,0.314999997615814,7196
"178",357610.7,5609906.3,0.529411792755127,0.528999984264374,7382.9091796875
"179",357610.9,5609906.3,0.637931048870087,0.33899998664856,6728.72705078125
"180",357611.1,5609906.3,0.98305082321167,0.0790000036358833,13364
"181",357611.3,5609906.3,0.985294103622437,0.119000002741814,3598
"182",357611.5,5609906.3,0.981481492519379,0.164000004529953,5654
"183",357611.7,5609906.3,0.924528300762177,0.232999995350838,7517.25
"184",357611.9,5609906.3,0.970588207244873,0.222000002861023,9766
"186",357612.3,5609906.3,0.980000019073486,0.118000000715256,6939
"215",357607.5,5609906.1,0.952380955219269,0.0979999974370003,15163
"216",357607.7,5609906.1,0.898305058479309,0.797999978065491,7881.33349609375
"217",357607.9,5609906.1,0.563636362552643,0.850000023841858,6349.41162109375
"218",357608.1,5609906.1,0.593220353126526,0.744000017642975,8085.615234375
"219",357608.3,5609906.1,0.706896543502808,0.485000014305115,7999.125
"220",357608.5,5609906.1,0.600000023841858,0.155000001192093,9107.4375
"221",357608.7,5609906.1,0.883333325386047,0.119999997317791,10794
"224",357609.3,5609906.1,1,0.0790000036358833,6116.60009765625
"225",357609.5,5609906.1,1,0.0839999988675117,4600.2998046875
"226",357609.7,5609906.1,0.970588207244873,0.204999998211861,4266.2001953125
"227",357609.9,5609906.1,0.973684191703796,0.894999980926514,2827
"228",357610.1,5609906.1,0.960784316062927,0.834999978542328,2955.5
"229",357610.3,5609906.1,0.976190447807312,0.104000002145767,8224
"230",357610.5,5609906.1,0.77142858505249,0.776000022888184,7581.5
"231",357610.7,5609906.1,0.447368413209915,0.665000021457672,7629.228515625
"232",357610.9,5609906.1,0.682926833629608,0.398999989032745,7067.5
"233",357611.1,5609906.1,0.981132090091705,0.203999996185303,4925.83349609375
"234",357611.3,5609906.1,1,0.0810000002384186,3790.75
"235",357611.5,5609906.1,0.936170220375061,0.126000002026558,11222.3330078125
"236",357611.7,5609906.1,0.810344815254211,0.27700001001358,5461.25
"237",357611.9,5609906.1,0.888888895511627,0.388000011444092,6219.39990234375
"238",357612.1,5609906.1,0.933333337306976,0.573000013828278,5782.5
"239",357612.3,5609906.1,0.936507940292358,0.25,4883
"240",357612.5,5609906.1,0.906666696071625,0.203999996185303,7144.60009765625
"241",357612.7,5609906.1,1,0.0599999986588955,7067.5
"242",357612.9,5609906.1,0.915254235267639,0.333000004291534,4561.75
"243",357613.1,5609906.1,1,0.0860000029206276,6939
"244",357613.3,5609906.1,1,0.0410000011324883,5654
"245",357613.5,5609906.1,1,0.0670000016689301,4754.5
"246",357613.7,5609906.1,1,0.0599999986588955,3598
"268",357607.5,5609905.9,0.961538434028625,0.130999997258186,6168
"269",357607.7,5609905.9,0.684210538864136,0.825999975204468,6839.0556640625
"270",357607.9,5609905.9,0.139240503311157,0.816999971866608,7971.58935546875
"271",357608.1,5609905.9,0.0972222238779068,0.727999985218048,7121.75537109375
"272",357608.3,5609905.9,0.173333331942558,0.400999993085861,8337.080078125
"273",357608.5,5609905.9,0.432432442903519,0.20100000500679,8575.2333984375
"274",357608.7,5609905.9,0.803278684616089,0.153999999165535,12207.5
"276",357609.1,5609905.9,0.982142865657806,0.104000002145767,6168
"277",357609.3,5609905.9,0.913793087005615,0.273999989032745,6116.60009765625
"278",357609.5,5609905.9,0.75,0.779999971389771,4600.2998046875
"279",357609.7,5609905.9,0.522727251052856,0.873000025749207,4266.2001953125
"280",357609.9,5609905.9,0.316455692052841,0.976999998092651,5749.45703125
"281",357610.1,5609905.9,0.391891896724701,0.948000013828278,5822.37939453125
"282",357610.3,5609905.9,0.384615391492844,0.925000011920929,4454.66650390625
"283",357610.5,5609905.9,0.254545450210571,0.957000017166138,5388.96875
"284",357610.7,5609905.9,0.191489368677139,0.869000017642975,6673.1376953125
"285",357610.9,5609905.9,0.368421047925949,0.91100001335144,4658.125
"286",357611.1,5609905.9,0.638297855854034,1.057000041008,4925.83349609375
"287",357611.3,5609905.9,0.813953459262848,1,3790.75
"288",357611.5,5609905.9,0.857142865657806,1.03699994087219,4497.5
"289",357611.7,5609905.9,1,0.0750000029802322,5461.25
"290",357611.9,5609905.9,0.947368443012238,0.150000005960464,10537
"291",357612.1,5609905.9,1,0.0790000036358833,5782.5
"292",357612.3,5609905.9,0.955555558204651,0.157000005245209,4754.5
"293",357612.5,5609905.9,0.910447776317596,0.801999986171722,10151.5
"294",357612.7,5609905.9,0.792452812194824,0.446000009775162,7067.5
"295",357612.9,5609905.9,0.530303001403809,0.456000000238419,6633.0478515625
"296",357613.1,5609905.9,0.883333325386047,0.337999999523163,6939
"297",357613.3,5609905.9,0.963636338710785,0.196999996900558,5654
"298",357613.5,5609905.9,0.96875,0.136999994516373,4754.5
"299",357613.7,5609905.9,0.984615385532379,0.293000012636185,3598
"304",357614.7,5609905.9,0.98591548204422,0.0579999983310699,13621
"321",357607.5,5609905.7,0.958333313465118,0.24600000679493,11822
"322",357607.7,5609905.7,0.692307710647583,0.77700001001358,8155.466796875
"323",357607.9,5609905.7,0.151515156030655,0.680999994277954,7058.53466796875
"324",357608.1,5609905.7,0.319999992847443,0.578000009059906,7021.240234375
"325",357608.3,5609905.7,0.775510191917419,0.196999996900558,7379.5712890625
"326",357608.5,5609905.7,0.913793087005615,0.141000002622604,9680.3330078125
"327",357608.7,5609905.7,0.962962985038757,0.802999973297119,8224
"328",357608.9,5609905.7,0.972972989082336,0.790000021457672,3598
"329",357609.1,5609905.7,0.92592591047287,0.282999992370605,8031.25
"330",357609.3,5609905.7,0.521126747131348,0.533999979496002,6097.103515625
"331",357609.5,5609905.7,0.196969702839851,0.763000011444092,5188.62158203125
"332",357609.7,5609905.7,0.0655737668275833,0.816999971866608,4527.15380859375
"333",357609.9,5609905.7,0.0153846153989434,0.89300000667572,6686.9423828125
"334",357610.1,5609905.7,0.0447761192917824,0.944000005722046,5642.57763671875
"335",357610.3,5609905.7,0.0161290317773819,0.940999984741211,5525.5
"336",357610.5,5609905.7,0.0153846153989434,0.949000000953674,5880.7646484375
"337",357610.7,5609905.7,0.0581395365297794,0.938000023365021,6441.58056640625
"338",357610.9,5609905.7,0.150943398475647,0.917999982833862,5801.9697265625
"339",357611.1,5609905.7,0.2891566157341,1.00300002098083,5519.6591796875
"340",357611.3,5609905.7,0.112499997019768,1.0440000295639,5996.66650390625
"341",357611.5,5609905.7,0.15384615957737,1.00499999523163,5921.48974609375
"342",357611.7,5609905.7,0.180555552244186,1.00300002098083,5856.89453125
"343",357611.9,5609905.7,0.267857134342194,0.994000017642975,4736.14306640625
"344",357612.1,5609905.7,0.425925940275192,0.986000001430511,5221.15771484375
"345",357612.3,5609905.7,0.680000007152557,1.04100000858307,6013.7998046875
"346",357612.5,5609905.7,0.877551019191742,0.834999978542328,7581.5
"347",357612.7,5609905.7,0.547619044780731,0.967000007629395,3935.3125
"348",357612.9,5609905.7,0.469387769699097,1.01699995994568,7161.7333984375
"349",357613.1,5609905.7,0.89473682641983,0.340000003576279,4283.33349609375
"350",357613.3,5609905.7,0.800000011920929,0.621999979019165,6168
"351",357613.5,5609905.7,0.729166686534882,0.625999987125397,6611.9091796875
"352",357613.7,5609905.7,0.491228073835373,0.75,5754.5654296875
"353",357613.9,5609905.7,0.620689630508423,0.685000002384186,5268.5
"354",357614.1,5609905.7,0.873015880584717,0.333999991416931,4471.7998046875
"355",357614.3,5609905.7,0.931034505367279,0.35699999332428,5011.5
"358",357614.9,5609905.7,0.953846156597137,0.273000001907349,9680.3330078125
"359",357615.1,5609905.7,0.877192974090576,0.194999992847443,9380.5
"360",357615.3,5609905.7,0.9375,0.171000003814697,6596.33349609375
"374",357607.5,5609905.5,0.89130437374115,0.146999999880791,7453
