X,Y,Z
0.0,0.0,-3.0
0.6367276904285704,-0.1600976210524251,-1.1108344170044666
1.5342605505234153,-0.31750911178992997,0.6695184658908779
2.674527664570903,-0.4741037566148175,2.3051434308000043
4.025250070392904,-0.5338686341884925,3.7789063499355855
5.55178386130297,-0.46955423611513664,5.069471436791031
7.245077560369409,-0.40588191083022895,6.131875448311464
9.071288764668287,-0.34284524829996665,6.944881608478957
10.985589666826034,-0.24923112205128706,7.516448272451526
12.961430404300996,-0.15655157786944224,7.812191205122187
14.959275563524908,-0.06479728549975128,7.826186547108571
16.939150274969734,0.02604099216532091,7.5581482395999044
18.86209428171632,0.1562274198495004,7.023978003659885
20.69038933690698,0.2851141515846334,6.223524756088219
22.387372660296897,0.41271416268304717,5.172826970183923
23.935663526995004,0.5392649525735773,3.913152294056269
25.394637505359363,0.6589666474299339,2.5504100459755126
26.646621995213433,0.7774733190364307,0.9952602120528806
27.66652265041113,0.8947968977217853,-0.7211423722529606
28.433896277115203,1.0109491947101343,-2.564412933224239
28.968281676483265,1.1262190959320053,-4.488248969588704
29.225715117185008,1.2403382180263587,-6.468325950309624
29.21337391905532,1.2968227695443524,-7.466558027261202
0.7550749827378498,-0.5041307115764881,5.954089233198921
2.4364656780158263,-0.28434511111073013,28.841411599023424
2.872723632573617,0.29685499946854355,30.70471120685564
3.4366976007416397,1.099538013251283,32.447591966578884
4.263249694481046,1.8942075660309101,34.0862841091792
5.262225039057487,2.6849871986242104,35.62794419934305
6.4878026285727435,3.467872205768817,37.00091566214414
7.92342228274454,4.14126680182422,38.21974129633429
9.511598773508105,4.854085761667437,39.20441614859465
11.168200118233985,5.69403310776855,39.9461441583328
12.898928798910813,6.577915484149102,40.41872238318718
14.686634126530894,7.45297375832138,40.61463736066826
16.48720188352162,8.319296024337106,40.52837332476247
18.25630373854196,9.176969496774744,40.161392615132705
19.966687251339295,9.992311911154157,39.521232489488355
21.561180395526026,10.799514481373892,38.62344876064707
23.001446979457707,11.598658470301885,37.488988072844265
24.252902250710456,12.389824329530873,36.144400296890545
25.391561531133988,13.178782062601194,34.70183288476247
26.297578423250624,13.959863358873296,33.09900868984488
27.026356696544816,14.582291795354617,31.34359846148407
27.66920978574313,14.955517945843035,29.486869578125013
27.854189778268154,15.140223523090825,28.521890384286493
1.402706020327492,-0.6331647803137357,14.929830107815103
3.3346609633009052,1.1103520215445069,58.76730400500522
2.763810823305774,1.4756523154545533,60.64897502113338
2.0386660118115367,2.051217456390254,62.42179474431526
1.2410489973957826,2.866945093247956,64.06447411679822
0.38678984879647793,3.9065052294957536,65.54418896438165
-0.4598200988319995,5.041885828968614,66.95633714744076
-1.3955072957589096,6.340425913111789,68.15562156715967
-2.4033491527922206,7.771050202936703,69.12390299968567
-3.3991130370622016,9.345072347247262,69.85253773396859
-4.319723148909154,11.021001887534574,70.43882878622634
-5.444416274379771,12.624523062197548,70.84353264823733
-6.579375559794861,14.266552952285684,70.96845366531298
-7.703004155737734,15.913574321655886,70.81103896708771
-8.81541518038414,17.51733234788175,70.37457372727903
-9.927662108342188,19.111833070822353,69.90502690768615
-10.828020817771847,20.77826022419904,69.26286280339268
-11.719390936085285,22.326685160271865,68.36406386618494
-12.60186219948365,23.718132948490442,67.23043362579007
-13.475523448300686,24.91763370243841,65.88957048452855
-14.315527349293385,25.904149794079228,64.36602874002308
-15.183789812674782,26.637413212915956,62.72029332590612
-15.497051616841581,26.971428802960336,61.83199132910093
2.0459866630521937,-0.7863051504175915,23.905504903714302
4.7048971280606,5.218556355320113,88.3585791305643
5.255879798491835,5.701281416112795,90.21959890815054
5.951842200805536,6.392949748460741,91.96236431192489
6.735929691453649,7.3091728824433115,93.5579024580575
7.7651909603933875,8.216249045295003,95.01318046416038
8.809423708628179,9.287442633281664,96.34062999787919
9.975463544209232,10.480326842982452,97.4439787025436
11.097931957662784,11.867669895281047,98.34694266419318
12.126524713495927,13.43194467745637,99.05053441265099
13.211284796440662,15.055453247863014,99.48356499386426
14.28555426132089,16.734770970121332,99.64430423778151
15.349098924111331,18.424183425230225,99.52282046613726
16.402025854205306,20.076510925057413,99.121374687485
17.472401831700992,21.629418696268733,98.4559629946875
18.532091877132526,23.055794016537526,97.53807931287297
19.581202671840373,24.315380189930913,96.3923004458032
