X,Y,Density,GF,layer,simulationID,simtime
-55.72931547987242,-57.38537107300206,0,1,1,10,140
-40.72931547987242,-57.38537107300206,0,1,1,10,140
-25.72931547987242,-57.38537107300206,0,1,1,10,140
-10.729315479872419,-57.38537107300206,0,1,1,10,140
4.270684520127581,-57.38537107300206,0,1,1,10,140
19.27068452012758,-57.38537107300206,0,1,1,10,140
34.27068452012758,-57.38537107300206,0,1,1,10,140
49.27068452012758,-57.38537107300206,0,1,1,10,140
64.27068452012759,-57.38537107300206,0,1,1,10,140
79.27068452012759,-57.38537107300206,0,1,1,10,140
94.27068452012759,-57.38537107300206,0,1,1,10,140
109.27068452012759,-57.38537107300206,0,1,1,10,140
124.27068452012759,-57.38537107300206,0,1,1,10,140
139.2706845201276,-57.38537107300206,0,1,1,10,140
154.2706845201276,-57.38537107300206,0,1,1,10,140
169.2706845201276,-57.38537107300206,0,1,1,10,140
184.2706845201276,-57.38537107300206,0,1,1,10,140
199.2706845201276,-57.38537107300206,0,1,1,10,140
214.2706845201276,-57.38537107300206,0,1,1,10,140
229.2706845201276,-57.38537107300206,0,1,1,10,140
244.2706845201276,-57.38537107300206,0,1,1,10,140
259.2706845201276,-57.38537107300206,0,1,1,10,140
274.2706845201276,-57.38537107300206,0,1,1,10,140
289.2706845201276,-57.38537107300206,0,1,1,10,140
304.2706845201276,-57.38537107300206,0,1,1,10,140
319.2706845201276,-57.38537107300206,0,1,1,10,140
334.2706845201276,-57.38537107300206,0,1,1,10,140
349.2706845201276,-57.38537107300206,0,1,1,10,140
364.2706845201276,-57.38537107300206,0,1,1,10,140
-55.72931547987242,-42.38537107300206,0,1,1,10,140
-40.72931547987242,-42.38537107300206,0,1,1,10,140
-25.72931547987242,-42.38537107300206,0,1,1,10,140
-10.729315479872419,-42.38537107300206,0,1,1,10,140
4.270684520127581,-42.38537107300206,0,1,1,10,140
19.27068452012758,-42.38537107300206,0,1,1,10,140
34.27068452012758,-42.38537107300206,0,1,1,10,140
49.27068452012758,-42.38537107300206,0,1,1,10,140
64.27068452012759,-42.38537107300206,0,1,1,10,140
79.27068452012759,-42.38537107300206,0,1,1,10,140
94.27068452012759,-42.38537107300206,0,1,1,10,140
109.27068452012759,-42.38537107300206,0,1,1,10,140
124.27068452012759,-42.38537107300206,0,1,1,10,140
139.2706845201276,-42.38537107300206,0,1,1,10,140
154.2706845201276,-42.38537107300206,0,1,1,10,140
169.2706845201276,-42.38537107300206,0,1,1,10,140
184.2706845201276,-42.38537107300206,0,1,1,10,140
199.2706845201276,-42.38537107300206,0,1,1,10,140
214.2706845201276,-42.38537107300206,0,1,1,10,140
229.2706845201276,-42.38537107300206,0,1,1,10,140
244.2706845201276,-42.38537107300206,0,1,1,10,140
259.2706845201276,-42.38537107300206,0,1,1,10,140
274.2706845201276,-42.38537107300206,0,1,1,10,140
289.2706845201276,-42.38537107300206,0,1,1,10,140
304.2706845201276,-42.38537107300206,0,1,1,10,140
319.2706845201276,-42.38537107300206,0,1,1,10,140
334.2706845201276,-42.38537107300206,0,1,1,10,140
349.2706845201276,-42.38537107300206,0,1,1,10,140
364.2706845201276,-42.38537107300206,0,1,1,10,140
-55.72931547987242,-27.385371073002062,0,1,1,10,140
-40.72931547987242,-27.385371073002062,0,1,1,10,140
-25.72931547987242,-27.385371073002062,0,1,1,10,140
-10.729315479872419,-27.385371073002062,0,1,1,10,140
4.270684520127581,-27.385371073002062,0,1,1,10,140
19.27068452012758,-27.385371073002062,0,1,1,10,140
34.27068452012758,-27.385371073002062,6,0.9405940594059405,1,10,140
49.27068452012758,-27.385371073002062,6,0.9405940594059405,1,10,140
64.27068452012759,-27.385371073002062,0,1,1,10,140
79.27068452012759,-27.385371073002062,6,0.9405940594059405,1,10,140
94.27068452012759,-27.385371073002062,0,1,1,10,140
109.27068452012759,-27.385371073002062,7,0.9306930693069307,1,10,140
124.27068452012759,-27.385371073002062,1,0.9900990099009901,1,10,140
139.2706845201276,-27.385371073002062,5,0.9504950495049505,1,10,140
154.2706845201276,-27.385371073002062,0,1,1,10,140
169.2706845201276,-27.385371073002062,0,1,1,10,140
184.2706845201276,-27.385371073002062,0,1,1,10,140
199.2706845201276,-27.385371073002062,5,0.9504950495049505,1,10,140
214.2706845201276,-27.385371073002062,4,0.9603960396039604,1,10,140
229.2706845201276,-27.385371073002062,2,0.9801980198019802,1,10,140
244.2706845201276,-27.385371073002062,0,1,1,10,140
259.2706845201276,-27.385371073002062,0,1,1,10,140
274.2706845201276,-27.385371073002062,0,1,1,10,140
289.2706845201276,-27.385371073002062,0,1,1,10,140
304.2706845201276,-27.385371073002062,4,0.9603960396039604,1,10,140
319.2706845201276,-27.385371073002062,7,0.9306930693069307,1,10,140
334.2706845201276,-27.385371073002062,0,1,1,10,140
349.2706845201276,-27.385371073002062,0,1,1,10,140
364.2706845201276,-27.385371073002062,0,1,1,10,140
-55.72931547987242,-12.385371073002062,0,1,1,10,140
-40.72931547987242,-12.385371073002062,0,1,1,10,140
-25.72931547987242,-12.385371073002062,0,1,1,10,140
-10.729315479872419,-12.385371073002062,0,1,1,10,140
4.270684520127581,-12.385371073002062,12,0.8811881188118812,1,10,140
19.27068452012758,-12.385371073002062,17,0.8316831683168316,1,10,140
34.27068452012758,-12.385371073002062,12,0.8811881188118812,1,10,140
49.27068452012758,-12.385371073002062,10,0.900990099009901,1,10,140
64.27068452012759,-12.385371073002062,0,1,1,10,140
79.27068452012759,-12.385371073002062,17,0.8316831683168316,1,10,140
94.27068452012759,-12.385371073002062,3,0.9702970297029703,1,10,140
