X,Y,CH,Density,GF,simulationID,simtime
-44.71724526071017,-44.91594266276874,0,0,1,1,140
-29.717245260710172,-44.91594266276874,0,0,1,1,140
-14.717245260710172,-44.91594266276874,0,0,1,1,140
0.2827547392898282,-44.91594266276874,0,0,1,1,140
15.282754739289828,-44.91594266276874,0,0,1,1,140
30.282754739289828,-44.91594266276874,87.33300867177567,3,0.9927884615384616,1,140
45.28275473928983,-44.91594266276874,81.9796033072176,11,0.9735576923076923,1,140
60.28275473928983,-44.91594266276874,0,0,1,1,140
75.28275473928983,-44.91594266276874,0,0,1,1,140
90.28275473928983,-44.91594266276874,0,0,1,1,140
105.28275473928983,-44.91594266276874,0,0,1,1,140
120.28275473928983,-44.91594266276874,0,0,1,1,140
135.28275473928983,-44.91594266276874,0,0,1,1,140
150.28275473928983,-44.91594266276874,0,0,1,1,140
165.28275473928983,-44.91594266276874,0,0,1,1,140
180.28275473928983,-44.91594266276874,0,0,1,1,140
195.28275473928983,-44.91594266276874,0,0,1,1,140
210.28275473928983,-44.91594266276874,0,0,1,1,140
225.28275473928983,-44.91594266276874,0,0,1,1,140
240.28275473928983,-44.91594266276874,0,0,1,1,140
255.28275473928983,-44.91594266276874,0,0,1,1,140
270.2827547392898,-44.91594266276874,0,0,1,1,140
285.2827547392898,-44.91594266276874,88.6513239198345,6,0.9855769230769231,1,140
300.2827547392898,-44.91594266276874,0,0,1,1,140
315.2827547392898,-44.91594266276874,0,0,1,1,140
330.2827547392898,-44.91594266276874,0,0,1,1,140
345.2827547392898,-44.91594266276874,0,0,1,1,140
360.2827547392898,-44.91594266276874,0,0,1,1,140
-44.71724526071017,-29.915942662768742,0,0,1,1,140
-29.717245260710172,-29.915942662768742,0,0,1,1,140
-14.717245260710172,-29.915942662768742,0,0,1,1,140
0.2827547392898282,-29.915942662768742,2.8552920338234458,8,0.9807692307692307,1,140
15.282754739289828,-29.915942662768742,0,0,1,1,140
30.282754739289828,-29.915942662768742,91.63564386350922,2,0.9951923076923077,1,140
45.28275473928983,-29.915942662768742,78.66137341281578,37,0.9110576923076923,1,140
60.28275473928983,-29.915942662768742,24.988032946578812,24,0.9423076923076923,1,140
75.28275473928983,-29.915942662768742,49.437330648099596,23,0.9447115384615384,1,140
90.28275473928983,-29.915942662768742,0,0,1,1,140
105.28275473928983,-29.915942662768742,83.64799057123363,6,0.9855769230769231,1,140
120.28275473928983,-29.915942662768742,22.49600463585736,4,0.9903846153846154,1,140
135.28275473928983,-29.915942662768742,83.8631155736174,8,0.9807692307692307,1,140
150.28275473928983,-29.915942662768742,62.90088931372789,2,0.9951923076923077,1,140
165.28275473928983,-29.915942662768742,0,0,1,1,140
180.28275473928983,-29.915942662768742,0.2684246012851462,8,0.9807692307692307,1,140
195.28275473928983,-29.915942662768742,0,0,1,1,140
210.28275473928983,-29.915942662768742,64.70436990042845,5,0.9879807692307693,1,140
225.28275473928983,-29.915942662768742,0,0,1,1,140
240.28275473928983,-29.915942662768742,21.445245294020054,5,0.9879807692307693,1,140
255.28275473928983,-29.915942662768742,0,0,1,1,140
270.2827547392898,-29.915942662768742,34.130784013399214,20,0.9519230769230769,1,140
285.2827547392898,-29.915942662768742,57.02418927080123,30,0.9278846153846154,1,140
300.2827547392898,-29.915942662768742,0,0,1,1,140
315.2827547392898,-29.915942662768742,0,0,1,1,140
330.2827547392898,-29.915942662768742,-0.8899533632030727,3,0.9927884615384616,1,140
345.2827547392898,-29.915942662768742,0,0,1,1,140
360.2827547392898,-29.915942662768742,0,0,1,1,140
-44.71724526071017,-14.915942662768742,0,0,1,1,140
-29.717245260710172,-14.915942662768742,1.1446127480562802,8,0.9807692307692307,1,140
-14.717245260710172,-14.915942662768742,7.170883330442999,2,0.9951923076923077,1,140
0.2827547392898282,-14.915942662768742,9.400000919296353,8,0.9807692307692307,1,140
15.282754739289828,-14.915942662768742,65.30834239667091,31,0.9254807692307693,1,140
30.282754739289828,-14.915942662768742,57.95004391147028,86,0.7932692307692307,1,140
45.28275473928983,-14.915942662768742,64.12009048430663,144,0.6538461538461539,1,140
60.28275473928983,-14.915942662768742,51.55850393208549,64,0.8461538461538461,1,140
75.28275473928983,-14.915942662768742,44.47782582409879,22,0.9471153846153846,1,140
90.28275473928983,-14.915942662768742,54.77960058531506,15,0.9639423076923077,1,140
105.28275473928983,-14.915942662768742,42.29480262627029,54,0.8701923076923077,1,140
120.28275473928983,-14.915942662768742,55.104989087193566,52,0.875,1,140
135.28275473928983,-14.915942662768742,86.39836762335372,23,0.9447115384615384,1,140
150.28275473928983,-14.915942662768742,56.26309611230069,42,0.8990384615384616,1,140
165.28275473928983,-14.915942662768742,80.5272676656602,12,0.9711538461538461,1,140
180.28275473928983,-14.915942662768742,7.255536480456369,3,0.9927884615384616,1,140
195.28275473928983,-14.915942662768742,8.011086625851636,5,0.9879807692307693,1,140
210.28275473928983,-14.915942662768742,51.271600474184986,17,0.9591346153846154,1,140
225.28275473928983,-14.915942662768742,26.56059237357201,18,0.9567307692307693,1,140
240.28275473928983,-14.915942662768742,44.70093833809394,24,0.9423076923076923,1,140
255.28275473928983,-14.915942662768742,52.56429893024656,21,0.9495192307692307,1,140
270.2827547392898,-14.915942662768742,55.039796777944595,57,0.8629807692307693,1,140
285.2827547392898,-14.915942662768742,41.192578732819364,42,0.8990384615384616,1,140
300.2827547392898,-14.915942662768742,60.36315223287832,29,0.9302884615384616,1,140
315.2827547392898,-14.915942662768742,9.010803806956549,2,0.9951923076923077,1,140
330.2827547392898,-14.915942662768742,7.512892558396783,10,0.9759615384615384,1,140
345.2827547392898,-14.915942662768742,0,0,1,1,140
360.2827547392898,-14.915942662768742,0,0,1,1,140
-44.71724526071017,0.08405733723125763,0,0,1,1,140
-29.717245260710172,0.08405733723125763,0,0,1,1,140
-14.717245260710172,0.08405733723125763,10.293965523041882,17,0.9591346153846154,1,140
0.2827547392898282,0.08405733723125763,16.686138034673554,126,0.6971153846153846,1,140
15.282754739289828,0.08405733723125763,40.071712827435924,198,0.5240384615384616,1,140
30.282754739289828,0.08405733723125763,38.70539044179977,316,0.2403846153846154,1,140
45.28275473928983,0.08405733723125763,40.19940516645366,223,0.4639423076923077,1,140
60.28275473928983,0.08405733723125763,57.39530109485073,137,0.6706730769230769,1,140
75.28275473928983,0.08405733723125763,40.752536189383044,266,0.3605769230769231,1,140
