X,Y,CH,Density,GF,simulationID,simtime
-49.63391394314904,-43.03552578136538,0,0,1,8,140
-34.63391394314904,-43.03552578136538,0,0,1,8,140
-19.63391394314904,-43.03552578136538,0,0,1,8,140
-4.6339139431490395,-43.03552578136538,0,0,1,8,140
10.36608605685096,-43.03552578136538,0,0,1,8,140
25.36608605685096,-43.03552578136538,90.67704214402829,3,0.9944547134935305,8,140
40.36608605685096,-43.03552578136538,0,0,1,8,140
55.36608605685096,-43.03552578136538,50.85963899363476,2,0.9963031423290203,8,140
70.36608605685096,-43.03552578136538,57.50084115354157,4,0.9926062846580407,8,140
85.36608605685096,-43.03552578136538,84.68577752274618,10,0.9815157116451017,8,140
100.36608605685096,-43.03552578136538,0,0,1,8,140
115.36608605685096,-43.03552578136538,0,0,1,8,140
130.36608605685097,-43.03552578136538,0,0,1,8,140
145.36608605685097,-43.03552578136538,0,0,1,8,140
160.36608605685097,-43.03552578136538,0,0,1,8,140
175.36608605685097,-43.03552578136538,0,0,1,8,140
190.36608605685097,-43.03552578136538,0,0,1,8,140
205.36608605685097,-43.03552578136538,0,0,1,8,140
220.36608605685097,-43.03552578136538,0,0,1,8,140
235.36608605685097,-43.03552578136538,0,0,1,8,140
250.36608605685097,-43.03552578136538,0,0,1,8,140
265.366086056851,-43.03552578136538,0,0,1,8,140
280.366086056851,-43.03552578136538,0,0,1,8,140
295.366086056851,-43.03552578136538,0,0,1,8,140
310.366086056851,-43.03552578136538,0,0,1,8,140
325.366086056851,-43.03552578136538,0,0,1,8,140
340.366086056851,-43.03552578136538,0,0,1,8,140
355.366086056851,-43.03552578136538,0,0,1,8,140
-49.63391394314904,-28.03552578136538,0,0,1,8,140
-34.63391394314904,-28.03552578136538,0,0,1,8,140
-19.63391394314904,-28.03552578136538,0,0,1,8,140
-4.6339139431490395,-28.03552578136538,0,0,1,8,140
10.36608605685096,-28.03552578136538,18.341239984989084,21,0.9611829944547134,8,140
25.36608605685096,-28.03552578136538,65.38673066295866,15,0.9722735674676525,8,140
40.36608605685096,-28.03552578136538,48.07240243334123,27,0.9500924214417745,8,140
55.36608605685096,-28.03552578136538,48.973860279331234,18,0.966728280961183,8,140
70.36608605685096,-28.03552578136538,71.50908881786779,19,0.9648798521256932,8,140
85.36608605685096,-28.03552578136538,61.81499786279373,27,0.9500924214417745,8,140
100.36608605685096,-28.03552578136538,55.73583221090295,46,0.9149722735674677,8,140
115.36608605685096,-28.03552578136538,56.85535835741853,59,0.8909426987060998,8,140
130.36608605685097,-28.03552578136538,85.09917135349883,16,0.9704251386321626,8,140
145.36608605685097,-28.03552578136538,36.35398266296174,5,0.9907578558225508,8,140
160.36608605685097,-28.03552578136538,0,0,1,8,140
175.36608605685097,-28.03552578136538,0,0,1,8,140
190.36608605685097,-28.03552578136538,1.7692568045698869,9,0.9833641404805915,8,140
205.36608605685097,-28.03552578136538,0,0,1,8,140
220.36608605685097,-28.03552578136538,26.219470374675172,4,0.9926062846580407,8,140
235.36608605685097,-28.03552578136538,21.267461698886372,16,0.9704251386321626,8,140
250.36608605685097,-28.03552578136538,0,0,1,8,140
265.366086056851,-28.03552578136538,8.170841982039281,17,0.9685767097966729,8,140
280.366086056851,-28.03552578136538,65.88422861535557,7,0.9870609981515711,8,140
295.366086056851,-28.03552578136538,0,0,1,8,140
