X,Y,CH,Density,GF,simulationID,simtime
-52.521452035533414,-44.18466409227918,0,0,1,56,140
-37.521452035533414,-44.18466409227918,0,0,1,56,140
-22.521452035533414,-44.18466409227918,0,0,1,56,140
-7.5214520355334145,-44.18466409227918,0,0,1,56,140
7.4785479644665855,-44.18466409227918,0,0,1,56,140
22.478547964466586,-44.18466409227918,0,0,1,56,140
37.478547964466586,-44.18466409227918,0,0,1,56,140
52.478547964466586,-44.18466409227918,0,0,1,56,140
67.47854796446659,-44.18466409227918,0,0,1,56,140
82.47854796446659,-44.18466409227918,0,0,1,56,140
97.47854796446659,-44.18466409227918,0,0,1,56,140
112.47854796446659,-44.18466409227918,0,0,1,56,140
127.47854796446659,-44.18466409227918,0,0,1,56,140
142.4785479644666,-44.18466409227918,0,0,1,56,140
157.4785479644666,-44.18466409227918,0,0,1,56,140
172.4785479644666,-44.18466409227918,0,0,1,56,140
187.4785479644666,-44.18466409227918,0,0,1,56,140
202.4785479644666,-44.18466409227918,0,0,1,56,140
217.4785479644666,-44.18466409227918,0,0,1,56,140
232.4785479644666,-44.18466409227918,0,0,1,56,140
247.4785479644666,-44.18466409227918,0,0,1,56,140
262.4785479644666,-44.18466409227918,0,0,1,56,140
277.4785479644666,-44.18466409227918,0,0,1,56,140
292.4785479644666,-44.18466409227918,0,0,1,56,140
307.4785479644666,-44.18466409227918,0,0,1,56,140
322.4785479644666,-44.18466409227918,91.16637725105603,8,0.9769452449567724,56,140
337.4785479644666,-44.18466409227918,0,0,1,56,140
352.4785479644666,-44.18466409227918,0,0,1,56,140
-52.521452035533414,-29.184664092279178,0,0,1,56,140
-37.521452035533414,-29.184664092279178,0,0,1,56,140
-22.521452035533414,-29.184664092279178,0,0,1,56,140
-7.5214520355334145,-29.184664092279178,33.46148841185517,7,0.9798270893371758,56,140
7.4785479644665855,-29.184664092279178,30.046445164896216,5,0.9855907780979827,56,140
22.478547964466586,-29.184664092279178,50.348449165509244,7,0.9798270893371758,56,140
37.478547964466586,-29.184664092279178,31.037009893554398,13,0.962536023054755,56,140
52.478547964466586,-29.184664092279178,66.94112895421144,20,0.9423631123919308,56,140
67.47854796446659,-29.184664092279178,0,0,1,56,140
82.47854796446659,-29.184664092279178,14.562548476244785,17,0.9510086455331412,56,140
97.47854796446659,-29.184664092279178,22.809883499905528,12,0.96541786743515845,56,140
112.47854796446659,-29.184664092279178,44.44262820757998,19,0.9452449567723343,56,140
127.47854796446659,-29.184664092279178,0,0,1,56,140
142.4785479644666,-29.184664092279178,0,0,1,56,140
157.4785479644666,-29.184664092279178,0,0,1,56,140
172.4785479644666,-29.184664092279178,0,0,1,56,140
187.4785479644666,-29.184664092279178,0,0,1,56,140
202.4785479644666,-29.184664092279178,0,0,1,56,140
217.4785479644666,-29.184664092279178,0,0,1,56,140
232.4785479644666,-29.184664092279178,1.3832512512228674,7,0.9798270893371758,56,140
247.4785479644666,-29.184664092279178,0,0,1,56,140
262.4785479644666,-29.184664092279178,0,0,1,56,140
277.4785479644666,-29.184664092279178,0,0,1,56,140
292.4785479644666,-29.184664092279178,58.240709071868004,9,0.9740634005763689,56,140
